id,Nome,Estado,Município Principal,Link
417,"BA - Quilombolas de Pitanga dos Palmares, na Bahia, lutam contra presídio, pedágio e ferrovia",Bahia, Simões Filho,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=417
418,"ES - Comunidades tradicionais, agricultores e indígenas lutam contra degradação provocada por estaleiro",Espírito Santo, Aracruz,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=418
419,"MA - Quilombolas de Depósito lutam por seu território em Brejo, Maranhão",Maranhão, Brejo,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=419
420,SC - Índios Kaingang lutam para homologar terras indígenas já demarcadas,Santa Catarina, Abelardo Luz,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=420
421,"TO - Apesar da violência e ameaças de jagunços e grileiros, camponesas da Gleba Tauá continuam a resistir",Tocantins, Barra do Ouro,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=421
422,TO - Agricultores familiares reivindicam cumprimento da Reforma Agrária,Tocantins, Palmeirante,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=422
423,DF - Catadores de material reciclável lutam contra contaminação e por políticas públicas,Distrito Federal, Brasília,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=423
424,"MG - No norte de Minas, Vazanteiros e Quilombolas lutam unidos por seus territórios tradicionais",Minas Gerais, Matias Cardoso,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=424
425,RS - Complexo Termelétrico de Candiota prejudica saúde da população,Rio Grande do Sul, Candiota,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=425
426,"MT - Povos indígenas, pescadores artesanais, ribeirinhos e agricultores familiares lutam contra complexo hidrelétrico do Teles Pires",Mato Grosso, Sinop,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=426
427,"MT - Índios Kaiabi, Apiaká e Munduruku lutam contra madeireiros, mineiros, fazendeiros e UHEs para defenderem seus territórios e seus modos de vida na região do Teles Pires",Mato Grosso, Apiacás,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=427
428,"PE - Catadores de Recife seguem na luta pela manutenção de sua fonte de renda e de seus direitos, e se aliam a moradores contra empreendimento na Área de Proteção Ambiental da Mata do Engenho Uchôa",Pernambuco, Recife,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=428
429,RR - Povos indígenas da Serra da Lua lutam contra impactos negativos da monocultura de acácias no entorno de suas terras,Roraima, Bonfim,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=429
430,"GO - Morro da Serrinha, em Goiânia, luta por  fiscalização da nascente do Córrego Serrinha e contra condomínios irregulares",Goiás, Goiânia,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=430
431,CE - Pedreira da Empresa Britaboa ameaça índios Pitaguary em Fortaleza,Ceará, Pacatuba,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=431
432,PA ?- Munduruku e ribeirinhos lutam pela vida e contra complexo de hidrelétricas em seu território,Pará, Itaituba,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=432
433,MG - Moradores de Belo Horizonte e Nova Lima lutam contra a Mina de Capão Xavier,Minas Gerais, Nova Lima,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=433
434,"AM - Agricultores, pescadores e ribeirinhos contabilizam 19 comunidades na luta contra remoções do Exército e do Governo Federal",Amazonas, Manaus,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=434
435,"RR - Povos indígenas Makuxi e Wapixana, da TI Serra da Moça, exigem a ampliação de seu território tradicional",Roraima, Boa Vista,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=435
436,"RO - Camponeses do Acampamento Canaã, em Ariquemes, lutam por território contra jagunços, policiais e autoridades",Rondônia, Ariquemes,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=436
437,MA - Povos indígenas da TI Alto Turiaçu cansam de ameaças à sua segurança e a seu território e desistem de esperar a atuação do poder público,Maranhão, Maranhãozinho,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=437
438,"PE ?- Camponeses lutam por território, pela manutenção de sua agricultura familiar  e contra a monocultura de eucaliptos ",Pernambuco, Araripina,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=438
439,"MA - Agricultores familiares de São Raimundo lutam contra Suzano Papel e Celulose e empresário do setor madeireiro, enquanto pressionam pela conclusão do processo de desapropriação da terra e implantação de assentamento. ",Maranhão, Urbano Santos,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=439
440,"AM ?- Ameaçados por contaminação de lixão, povos indígenas da comunidade Boa Esperança lutam contra Prefeitura Municipal de São Gabriel da Cachoeira",Amazonas, São Gabriel da Cac,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=440
441,AC ?- Mais de duzentas famílias de agricultores e seringueiros lutam contra um fazendeiro e seus jagunços por território,Acre, Capixaba,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=441
442,GO ?- Quilombolas de Cidade Ocidental lutam por titulação definitiva de seu território tradicional,Goiás, Cidade Ocidental,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=442
443,AM - Agricultores familiares e seringueiros lutam pela vida contra madeireiros ilegais e grileiros,Amazonas, Lábrea,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=443
444,"PR - Povos indígenas Guarani do Paraná e Mato Grosso do Sul lutam por água, por mínimas condições de vida e por regularização de seu território tradicional",Paraná, Guaíra,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=444
445,"PE - Comunidade de Zeppelin luta contra remoções e por direitos básicos, como educação e saúde",Pernambuco, Recife,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=445
446,"AM - Índios Paumari sofrem com invasões e ameaças realizadas por pesqueiros ilegais e posseiros, além do aumento da mortalidade infantil por falta de atendimento médico",Amazonas, Lábrea,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=446
447,BA - Agricultores familiares e ribeirinhos são prejudicados por políticas de recursos hídricos,Bahia, Ponto Novo,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=447
448,"MA - Território quilombola de Monge Belo, do Vale do Itapecuru, aguarda titulação, enquanto é literalmente atropelado pela Vale e a Estrada de Ferro Carajás",Maranhão, Itapecuru Mirim,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=448
449,MA - Agricultores familiares e pescadores artesanais de São Luís lutam pela implementação da RESEX do Tauá-Mirim,Maranhão, São Luís,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=449
450,"MG - Agricultores familiares lutam contra a privação do uso da água, a falta de titulação das terras e pelo reassentamento dos atingidos por barragens",Minas Gerais, Montes Claros,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=450
451,PB - Indígenas Tabajara lutam por regularização de território tradicional,Paraíba, Alhandra,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=451
452,"CE ?- Comunidade de Poço da Draga luta contra política de higienização social, elitização da área ditada pela valorização imobiliária e até a construção de um aquário gigante",Ceará, Fortaleza,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=452
453,CE - Comunidade Quilombola Contente tem terras e vidas destruídas com construção da ferrovia Transnordestina,Piauí, Paulistana,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=453
454,"RJ - Comunidade Vila Autódromo luta há décadas contra a prefeitura por direito à cidade, contra a especulação imobiliária",Rio de Janeiro, Rio de Janeiro,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=454
455,RO - Agricultores de Seringueiras lutam pela vida e por terras da União destinadas à Reforma Agrária,Rondônia, Seringueiras,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=455
456,"RS - Hidrelétrica em área protegida ameaça agricultores familiares, caiçaras, povos indígenas e ribeirinhos: Pai Querê",Rio Grande do Sul, Bom Jesus,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=456
457,BA - Comunidades tradicionais lutam contra implantação de Pequenas Centrais Hidrelétricas no rio Cariranha,Bahia, Cocos,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=457
458,BA ?- Comunidades de Fundo de Pasto de Monte Santo lutam contra grileiros pela terra e pela vida,Bahia, Monte Santo,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=458
459,SP - Ocupação popular resiste contra prefeitura de Osasco e empresário,São Paulo, Osasco,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=459
460,MA - Trabalhadores rurais sem terra lutam pela vida e para agilizar processo de regularização de assentamento na Fazenda Cipó Cortado,Maranhão, Senador La Rocque,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=460
461,"MS - Agricultores familiares e trabalhadores rurais lutam contra modelo de agricultura excludente e degradante caracterizado por latifúndio, monocultivo e agrotóxico",Mato Grosso do Sul, Nova Alvorada do Su,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=461
462,CE - Comunidades urbanas instaladas há décadas no mesmo território lutam contra especulação imobiliária que usa como desculpa a Copa e VLT,Ceará, Fortaleza,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=462
463,"AM - Povos indígenas Kaxarari, sob constante pressão, reivindicam parte importante do território tradicional",Rondônia, Lábrea,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=463
464,"CE ?- Sem fiscalização efetiva por parte do Ibama, pescadores artesanais lutam pela subsistência contra pescadores ilegais de lagosta",Ceará, Icapuí,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=464
465,RN - Pescadores artesanais e agricultores familiares têm seu modo de vida comprometido por usinas eólicas,Rio Grande do Norte, Macau,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=465
466,"MG - Agricultores familiares, quilombolas e trabalhadores rurais sem terra lutam por regularização e titulação de território tradicional",Minas Gerais, Almenara,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=466
467,"RN - Comunidade Quilombola Macambira, no município de Lagoa Nova, luta há quase duas décadas pela garantia de manutenção do seu território tradicional e modo de vida",Rio Grande do Norte, Lagoa Nova,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=467
468,PE - Agricultores familiares do Assentamento Herbert de Souza lutam por reassentamento e indenização de famílias atingidas por barragens,Pernambuco, Moreno,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=468
469,"MS - Comunidade ribeirinha centenária Porto Esperança vive sob ameaça, sem demarcação ou regularização",Mato Grosso do Sul, Corumbá,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=469
470,DF ?- Comunidade de Samambaia tem seu direito à saúde desrespeitado na luta contra lixão e aterro sanitário,Distrito Federal, Brasília,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=470
473,PR - Agricultores familiares atingidos por barragens são desrespeitados em seu direito à moradia e não têm nenhuma informação concreta sobre reassentamento,Paraná, Capanema,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=473
474,"AM ?- Desde 2008, cinco comunidades quilombolas de Barreirinha se defendem de madeireiros, pecuaristas e pesca industrial, aguardando ação do INCRA",Amazonas, Barreirinha,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=474
475,"PA ?- Quilombo de Gurupá, agricultores familiares e pescadores artesanais reclamam de piora na qualidade de vida, diminuição da oferta de peixes e ocupação irregular do seu território causadas por rizicultores, tendo à frente Quartiero",Pará, Cachoeira do Arari,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=475
476,MA - Agricultores familiares de Alto Alegre do Maranhão resistem em seu território tradicional e lutam para garantir seus direitos,Maranhão, Alto Alegre do Mara,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=476
477,"MA ?- Mesmo reconhecida e certificada desde 2008, comunidade quilombola Santa Maria dos Moreiras tem seus direitos violentados e vidas ameaçadas até os dias atuais",Maranhão, Codó,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=477
478,RN - Agricultores familiares que serão atingidos pela Barragem do Oiticica lutam por indenizações justas e por local escolhido para o reassentamento,Rio Grande do Norte, Jucurutu,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=478
479,RJ ?- Comunidade do Horto Florestal luta contra especulação imobiliária e remoção do Jardim Botânico,Rio de Janeiro, Rio de Janeiro,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=479
480,ES - Pescadores artesanais lutam pela sobrevivência e contra a Petrobras,Espirito Santo, São Mateus,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=480
481,DF ?- Indígenas lutam por permanência e reconhecimento de santuário e território tradicional,Distrito Federal, Brasília,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=481
482,"BA - Comunidades lutam para reivindicar seus direitos e acelerar os processos de certificação e de titulação de terras, contra especulação e energia eólica",Bahia, Caetité,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=482
483,BA - Comunidades quilombolas e agricultores familiares lutam para garantir território e meios de subsistência contra mega empreendimento de mineração,Bahia, Caetité,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=483
484,MT ?- Retireiros de Luciára lutam para garantir sua permanência no território e seu modo de vida tradicional,Luciára, Luciára,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=484
485,"MG ?- Ciganos lutam por regularização fundiária em favor da comunidade Calon, do bairro São Gabriel",Minas Gerais, Belo Horizonte,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=485
486,AM / AC ?- Extrativistas lutam por regularização fundiária e pela vida em Boca do Acre,Acre, Boca do Acre,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=486
487,MA ?- Quilombolas exigem regularização de território tradicional ocupado há mais de 200 anos,Maranhão, Itapecuru Mirim,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=487
488,PR - Comunidade Vila Nova Costeira segue sem informações sobre remoção para construção da terceira pista de aeroporto,Paraná, São José dos Pinh,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=488
489,RS - Indígenas Kaingangs sofrem consequências de processo demarcatório sem continuidade,Rio Grande do Sul, Vicente Dutra,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=489
490,MG ?- Mais de mil famílias da Ocupação Dandara lutam para garantir seu direito fundamental à moradia,Minas Gerais, Belo Horizonte,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=490
491,DF - Trabalhadores rurais Sem Terra reivindicam o encaminhamento de terras para Reforma Agrária,Distrito Federal, Brasília,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=491
492,"PB - Agricultores familiares de Fazenda Antas, em Sapé, lutam pela titularidade da terra em que vivem e trabalham há mais de 20 anos",Paraíba, Sapé,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=492
493,"AP ?- Agricultores familiares sofrem com grilagem, ameaças de desmatamento e expulsão de seus lotes",Amapá, Porto Grande,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=493
494,SC ?- Conflito sobre demarcação da Terra Indígena Guarani de Araçá?'í pede urgência,, Cunha Porã,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=494
495,GO ?- Atingidos por barragens lutam por revisão e regularização de indenização e reassentamento,Goiás, Minaçu,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=495
496,SP - Quilombolas descendentes de José Joaquim de Camargo lutam para garantir o direito à posse de suas terras,São Paulo, Votorantim,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=496
497,RS ?- Comunidade Quilombola de Areal da Baronesa solicita título de posse coletiva do território,Rio Grande do Sul, Porto Alegre,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=497
498,"PR ?- Reabertura da Estrada do Colono divide organizações, políticos e interesses econômicos, pondo em risco um dos mais ricos e últimos trechos de Mata Atlântica ainda existente",Paraná, Capanema,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=498
499,"RO - Luta contra UHE Tabajara é mais ampla: envolve território, autonomia e reconhecimento",Rondônia, Machadinho D'Oeste,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=499
500,PB - Mais de duzentas famílias da Ocupação Tijolinho Vermelho lutam por moradia,João Pessoa, João Pessoa,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=500
501,RJ - Trabalhadores rurais Sem Terra aguardam regularização de assentamento pela Justiça,Rio de Janeiro, Campos dos Goytacaz,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=501
502,PE ?- Indígenas da etnia Fulni-ô lutam pela demarcação de suas terras e pelo recebimento de indenização pelo Dnit,Pernambuco, Águas Belas,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=502
503,MA - Agricultores familiares lutam há mais de 20 anos pela regularização de seu direito à terra no município de Timbiras,Maranhão, Timbiras,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=503
504,MT - Povos indígenas Myky reivindicam ampliação dos limites de seu território para corrigir erros da primeira demarcação,Mato Grosso, Brasnorte,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=504
505,"SP - Empresa Acumuladores Ajax Ltda contamina trabalhadores e moradores do entorno, em Bauru",São Paulo, Bauru,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=505
506,PR ?- Comunidades tradicionais lutam contra exclusão e por uso do território,Paraná, Guaraqueçaba,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=506
507,PE ?- Copa do Mundo deixa moradores de Camaragibe sem moradia e sem indenizações justas,Pernambuco, Camaragibe,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=507
508,PB ?- População sofre com as consequências da má gestão de resíduos sólidos no município de Puxinanã,Paraíba, Puxinanã,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=508
509,AM - Terra Indígena do Rio Cuieiras aguarda demarcação enquanto é palco de inúmeros conflitos,Amazonas, Manaus,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=509
510,MG - Centenas de famílias de comunidade tradicionais são atingidas pela mineração em Minas Gerais e no Espírito Santo,Minas Gerais, Morro do Pilar,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=510
511,SC ?- Centenas de famílias de agricultores familiares atingidos por barragens cobram indenizações e reassentamentos,Santa Catarina, Abdon Batista,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=511
512,MG -  Comunidades de Belo Horizonte e Contagem lutam por direito à moradia,Minas Gerais, Contagem,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=512
513,RJ ?- A luta de trabalhadores rurais sem terra pelo Assentamento Osvaldo de Oliveira,Rio de Janeiro, Macaé,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=513
514,"RJ ?- Quilombolas de Alto Camorim lutam por território contra especulação imobiliária e ?grandes eventos?""""",Rio de Janeiro, Rio de Janeiro,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=514
515,AC - Povos indígenas Jaminawa exigem regularização da TI Colocação São Paulino,Acre, Sena Madureira,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=515
516,AC - Povos indígenas Kaxinawá de Seringal Curralinho reivindicam a demarcação de seu território desde 1999,Acre, Feijó,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=516
517,"PA - Quilombolas de Alto-Acará esperam pelo RTID, documento que vai garantir a posse das terras",Pará, Acará,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=517
518,"MG - Povos indígenas Pataxó lutam por regularização fundiária, adequação jurídica do uso do território para fins sustentáveis e direitos indígenas básicos",Minas Gerais, Açucena,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=518
519,SC ?- Centenas de famílias de agricultores familiares de Santa Cruz e Esperança lutam contra a mineração,Santa Catarina, Içara,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=519
520,SP - Trabalhadores rurais Sem Terra reivindicam adjucação das terras e melhores condições de infraestrutura básica do acampamento,São Paulo, Serrana,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=520
521,SP - Quilombolas do Carmo lutam para que seja concluído o RTID e seus direitos territoriais sejam respeitados de fato,São Paulo, São Roque,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=521
522,RO - Povos indígenas lutam contra abertura de estrada cortando seu território,Rondônia, Nova Mamoré,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=522
523,RS ?- Atingidos por barragens lutam contra Complexo Hidrelétrico Garabi-Parambi,Rio Grande do Sul, Alecrim,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=523
524,PI - Agricultores familiares têm suas terras ameaçadas por avanço de mineradora,Piauí, Curral Novo do Piau,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=524
525,RO - Povo Indígena Cassupá luta pelo reconhecimento enquanto grupo étnico e pelo território ocupado em área do Ministério da Agricultura e Embrapa,Rondônia, Porto Velho,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=525
526,RO - Povos indígenas Puruborá lutam por regularização e demarcação de território,Rondônia, Seringueiras,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=526
527,"RN ?- Sem atendimento médico ou educação indígenas diferenciados, os Potiguara exigem demarcação e regularização fundiária de seu território",Rio Grande do Norte, Baía Formosa,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=527
528,PE ?- Comunidade Quilombola de Castainho luta pela regularização fundiária de seu território e pela garantia de direito à vida de seus moradores,Pernambuco, Garanhuns,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=528
529,"MG ?- População de antigas instâncias hidrominerais medicinais luta pelo direito a reaver suas águas, exploradas por empresa internacional",Minas Gerais, São Lourenço,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=529
530,RS - Violência e criminalização marcam luta indígena Kaingang pelo seu território,Rio Grande do Sul, Faxinalzinho,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=530
531,"MS ?- Agricultores familiares, ribeirinhos e pescadores artesanais sofrem com assoreamento do rio Taquari e inundação perene no Pantanal",Mato Grosso do Sul, Camapuã,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=531
532,MS - Comunidade quilombola de Furnas da Boa Sorte segue lutando para garantir a demarcação e titulação de seu território já tradicional,Mato Grosso do Sul, Corguinho,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=532
533,"AM/RO ?- Povo Tenharim sofre com rodovias, madeireiros, preconceito, criminalização e assassinato de lideranças enquanto seus direitos constitucionais seguem sendo violados",Amazonas, Humaitá,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=533
536,"BA - Quilombolas, agricultores familiares, comunidades de fundo e fecho de pasto e ribeirinhos dos rios Verde e São Francisco são vítimas de grilagem de terras e de assoreamento dos rios",Bahia, Xique-Xique,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=536
537,SP - Comunidade Quilombo do Jaó aguarda a elaboração do Relatório Técnico de Identificação e Delimitação (RTID) pelo Instituto Nacional de Colonização e Reforma Agrária (INCRA),São Paulo, Itapeva,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=537
538,"RJ ?- Diferentes comunidades do Parque Serra da Tiririca lutam pelo direito de permanecer na área e desenvolver suas atividades, principalmente, agrícolas",Rio de Janeiro, Niterói,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=538
539,MA ?- Quilombos de Codó lutam por reconhecimento e regularização fundiária de território,Maranhão, Codó,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=539
540,RS ?- Dezenas de famílias lutam contra estaleiro que expulsou-as e por indenizações justas,Rio Grande do Sul, São José do Norte,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=540
541,PA - Trabalhadores rurais Sem Terra lutam pela vida e por regularização fundiária no Acampamento Nova Esperança,Pará , Bom Jesus do Tocant,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=541
542,"SP - Quilombo da Fazenda aguarda, há quase dez anos, titulação de seu território tradicional",São Paulo, Ubatuba,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=542
543,RJ ?- Centenas de sem-teto lutam por moradia e direitos após serem ilegalmente despejados de ocupação de sete anos ,Rio de Janeiro, Rio de Janeiro,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=543
544,SP ?- A luta de centenas de famílias da Ocupação Mauá por moradia,São Paulo, São Paulo,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=544
545,"Quilombolas de Codó lutam por titulação de territórios, desapropriação de latifúndios, reforma de estradas, construção de escolas e postos de saúde ",Maranhão, Codó,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=545
546,GO - Comunidade quilombola de Cedros cobra do INCRA agilidade na publicação do Relatório Técnico de Identificação e Delimitação (RTID),Goiás, Mineiros,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=546
547,"MG - Pescadores artesanais, quilombolas e vazanteiros de Caraíbas reivindicam a demarcação física da área reconhecida pelo Termo de Autorização de Uso Sustentável (TAUS)",Goiás, Pedras de Maria da ,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=547
548,MG - Agricultores familiares e população urbana atingida pelo Projeto Vale do Rio Pardo lutam para que o Licenciamento Prévio não seja emitido e pela revogação do Decreto n°30,Minas Gerais, Grão Mogol,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=548
549,"MS ?- Comunidade Quilombola Furnas do Dionísio lutam pela desintrusão de seu território, ainda invadido por fazendeiros",Mato Grosso do Sul, Jaraguari,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=549
550,"PA ?- Povos indígenas Asurini lutam por direitos, território e contra desmatamento",Pará, Tucuruí,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=550
551,"PA ?- Atingidos por barragens, indígenas, quilombolas e comunidades tradicionais de Tucuruí lutam por seus direitos",Pará, Tucuruí,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=551
552,PB ?- Acampamento sem terra 15 de Novembro luta contra Usina São João por território e subsistência,Paraíba, Santa Rita,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=552
553,PE ?- Famílias de trabalhadores rurais lutam contra especulação imobiliária e reintegração de posse irregular de seu território,Pernambuco, Tacaratu,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=553
